una	I-Premise	HighQuality	
grave	I-Premise	HighQuality	
ipocalcemia	I-Premise	HighQuality	
e	I-Premise	HighQuality	
tetania,	I-Premise	HighQuality	
con	I-Premise	HighQuality	
livelli	I-Premise	HighQuality	
di	I-Premise	HighQuality	
PTH	I-Premise	HighQuality	
inferiori	I-Premise	HighQuality	
a	I-Premise	HighQuality	
5	I-Premise	HighQuality	
ng/l.	I-Premise	HighQuality	

Il	B-Premise	HighQuality	
paziente	I-Premise	HighQuality	
risponde	I-Premise	HighQuality	
bene	I-Premise	HighQuality	
al	I-Premise	HighQuality	
trattamento	I-Premise	HighQuality	
iniziale	I-Premise	HighQuality	
con	I-Premise	HighQuality	
calcio	I-Premise	HighQuality	
per	I-Premise	HighQuality	
via	I-Premise	HighQuality	
endovenosa	I-Premise	HighQuality	
e	I-Premise	HighQuality	
successivamente	I-Premise	HighQuality	
con	I-Premise	HighQuality	
calcio	I-Premise	HighQuality	
orale	I-Premise	HighQuality	
e	I-Premise	HighQuality	
vitamina	I-Premise	HighQuality	
D.	I-Premise	HighQuality	

Qual	O		
è	O		
la	O		
diagnosi	O		
più	O		
probabile?	O		

1-	O		
Ipoparatiroidismo	B-Claim	HighQuality	
chirurgico	I-Claim	HighQuality	
permanente.	I-Claim	HighQuality	

2-	O		
Trasfusione	B-Claim	LowQuality	
di	I-Claim	LowQuality	
sangue	I-Claim	LowQuality	
con	I-Claim	LowQuality	corrected
citrato.	I-Claim	LowQuality	

3-	O		
Insufficienza	B-Claim	HighQuality	
di	I-Claim	HighQuality	
vitamina	I-Claim	HighQuality	
D.	I-Claim	HighQuality	

4-	O		
Sindrome	B-Claim	HighQuality	
dell'osso	I-Claim	HighQuality	
affamato.	I-Claim	HighQuality	

5-	O		
Osteomalacia.	B-Claim	HighQuality	

RISPOSTA	O		
CORRETTA:	O		
4	O		

Domanda	O		
di	O		
difficoltà	O		
molto	O		
elevata,	O		
non	O		
mi	O		
preoccuperei	O		
di	O		
non	O		
superarla.	O		

È	O		
facile	O		
confondersi	O		
con	O		
la	O		
risposta	O		
all'ipoparatiroidismo.	O		

L'ipoparatiroidismo	B-Claim	HighQuality	
permanente	I-Claim	HighQuality	
post-chirurgico	I-Claim	HighQuality	
dopo	I-Claim	HighQuality	
la	I-Claim	HighQuality	
paratiroidectomia	I-Claim	HighQuality	
di	I-Claim	HighQuality	
un	I-Claim	HighQuality	
adenoma	I-Claim	HighQuality	
con	I-Claim	HighQuality	
chirurgia	I-Claim	HighQuality	
minimamente	I-Claim	HighQuality	
invasiva	I-Claim	HighQuality	
è	I-Claim	HighQuality	
raro.	I-Claim	HighQuality	

Ricordate	O		
anche	O		
che,	O		
perché	O		
sia	O		
permanente,	O		
deve	O		
durare	O		
per	O		
6	O		
mesi	O		
dopo	O		
l'intervento.	O		
Scrivo	O		
un	O		
breve	O		
riassunto	O		
della	O		
sindrome	O		
dell'osso	O		
affamato	O		
che	O		
ho	O		
trovato	O		
in	O		
un	O		
caso	O		
clinico	O		
negli	O		
annali	O		
di	O		
medicina	O		
interna	O		
[1]:	O		
La	B-Claim	HighQuality	
fisiopatologia	I-Claim	HighQuality	
della	I-Claim	HighQuality	
sindrome	I-Claim	HighQuality	
dell'osso	I-Claim	HighQuality	
affamato	I-Claim	HighQuality	
(HBS)	I-Claim	HighQuality	
è	I-Claim	HighQuality	
legata	I-Claim	HighQuality	
a	I-Claim	HighQuality	
uno	I-Claim	HighQuality	
squilibrio	I-Claim	HighQuality	
tra	I-Claim	HighQuality	
la	I-Claim	HighQuality	
formazione	I-Claim	HighQuality	
e	I-Claim	HighQuality	
il	I-Claim	HighQuality	
riassorbimento	I-Claim	HighQuality	
dell'osso,	I-Claim	HighQuality	
che	I-Claim	HighQuality	
è	I-Claim	HighQuality	
associato	I-Claim	HighQuality	
a	I-Claim	HighQuality	
ipocalcemia,	I-Claim	HighQuality	
ipofosfatemia	I-Claim	HighQuality	
e	I-Claim	HighQuality	
ipomagnesiemia	I-Claim	HighQuality	
(1).	O		

Questa	B-Claim	HighQuality	
sindrome	I-Claim	HighQuality	
può	I-Claim	HighQuality	
essere	I-Claim	HighQuality	
osservata	I-Claim	HighQuality	
dopo	I-Claim	HighQuality	
un	I-Claim	HighQuality	
intervento	I-Claim	HighQuality	
chirurgico	I-Claim	HighQuality	
in	I-Claim	HighQuality	
pazienti	I-Claim	HighQuality	
con	I-Claim	HighQuality	
iperparatiroidismo	I-Claim	HighQuality	
primario	I-Claim	HighQuality	
(HPT),	I-Claim	HighQuality	
così	I-Claim	HighQuality	
come	I-Claim	HighQuality	
nell'HPT	I-Claim	HighQuality	
terziario	I-Claim	HighQuality	
in	I-Claim	HighQuality	
caso	I-Claim	HighQuality	
di	I-Claim	HighQuality	
insufficienza	I-Claim	HighQuality	
renale	I-Claim	HighQuality	
cronica	I-Claim	HighQuality	
e,	I-Claim	HighQuality	
in	I-Claim	HighQuality	
misura	I-Claim	HighQuality	
minore,	I-Claim	HighQuality	
dopo	I-Claim	HighQuality	
il	I-Claim	HighQuality	
trattamento	I-Claim	HighQuality	
di	I-Claim	HighQuality	
processi	I-Claim	HighQuality	
che	I-Claim	HighQuality	
comportano	I-Claim	HighQuality	
un	I-Claim	HighQuality	
eccesso	I-Claim	HighQuality	
di	I-Claim	HighQuality	
ormoni	I-Claim	HighQuality	
tiroidei	I-Claim	HighQuality	
circolanti	I-Claim	HighQuality	
(2).	I-Claim	HighQuality	

Nell'HPT,	B-Claim	HighQuality	
vi	I-Claim	HighQuality	
è	I-Claim	HighQuality	
un	I-Claim	HighQuality	
eccesso	I-Claim	HighQuality	
di	I-Claim	HighQuality	
ormone	I-Claim	HighQuality	
paratiroideo	I-Claim	HighQuality	
(PTH)	I-Claim	HighQuality	
che	I-Claim	HighQuality	
stimola	I-Claim	HighQuality	
l'attività	I-Claim	HighQuality	
osteoclastica	I-Claim	HighQuality	
causando	I-Claim	HighQuality	
la	I-Claim	HighQuality	
demineralizzazione	I-Claim	HighQuality	
della	I-Claim	HighQuality	
matrice	I-Claim	HighQuality	
ossea	I-Claim	HighQuality	
e	I-Claim	HighQuality	
rilasciando	I-Claim	HighQuality	
calcio	I-Claim	HighQuality	
nel	I-Claim	HighQuality	
flusso	I-Claim	HighQuality	
sanguigno.	I-Claim	HighQuality	

Dopo	B-Claim	HighQuality	
la	I-Claim	HighQuality	
paratiroidectomia,	I-Claim	HighQuality	
i	I-Claim	HighQuality	
livelli	I-Claim	HighQuality	
sierici	I-Claim	HighQuality	
di	I-Claim	HighQuality	
PTH	I-Claim	HighQuality	
si	I-Claim	HighQuality	
riducono	I-Claim	HighQuality	
drasticamente,	I-Claim	HighQuality	
per	I-Claim	HighQuality	
cui	I-Claim	HighQuality	
il	I-Claim	HighQuality	
riassorbimento	I-Claim	HighQuality	
osseo	I-Claim	HighQuality	
indotto	I-Claim	HighQuality	
dal	I-Claim	HighQuality	
PTH	I-Claim	HighQuality	
cessa,	I-Claim	HighQuality	
mentre	I-Claim	HighQuality	
l'attività	I-Claim	HighQuality	
osteoblastica	I-Claim	HighQuality	
continua	I-Claim	HighQuality	
con	I-Claim	HighQuality	
un	I-Claim	HighQuality	
aumento	I-Claim	HighQuality	
dell'assorbimento	I-Claim	HighQuality	
osseo	I-Claim	HighQuality	
di	I-Claim	HighQuality	
calcio,	I-Claim	HighQuality	
fosfato	I-Claim	HighQuality	
e	I-Claim	HighQuality	
magnesio,	I-Claim	HighQuality	
dando	I-Claim	HighQuality	
luogo	I-Claim	HighQuality	
all'SHH	I-Claim	HighQuality	
(3).	O		

QUESTION	O		
TYPE:	O		
GENETICA	O		
E	O		
IMMUNOLOGIA	O		

CLINICAL	O		
CASE:	O		

Un	B-Premise	HighQuality	
uomo	I-Premise	HighQuality	
ha	I-Premise	HighQuality	
una	I-Premise	HighQuality	
delezione	I-Premise	HighQuality	
parziale	I-Premise	HighQuality	
nel	I-Premise	HighQuality	
gene	I-Premise	HighQuality	
della	I-Premise	HighQuality	
distrofina	I-Premise	HighQuality	
(cromosoma	I-Premise	HighQuality	
Xp21)	I-Premise	HighQuality	
che	I-Premise	HighQuality	
causa	I-Premise	HighQuality	
la	I-Premise	HighQuality	
semiologia	I-Premise	HighQuality	
della	I-Premise	HighQuality	
distrofia	I-Premise	HighQuality	
muscolare	I-Premise	HighQuality	
di	I-Premise	HighQuality	
Becker.	I-Premise	HighQuality	

Si	B-Premise	HighQuality	
reca	I-Premise	HighQuality	
alla	I-Premise	HighQuality	
clinica	I-Premise	HighQuality	
genetica	I-Premise	HighQuality	
con	I-Premise	HighQuality	
la	I-Premise	HighQuality	
moglie,	I-Premise	HighQuality	
per	I-Premise	HighQuality	
valutare	I-Premise	HighQuality	
i	I-Premise	HighQuality	
rischi	I-Premise	HighQuality	
di	I-Premise	HighQuality	
trasmissione	I-Premise	HighQuality	
della	I-Premise	HighQuality	
malattia.	I-Premise	HighQuality	

Quali	O		
sono	O		
le	O		
informazioni	O		
corrette	O		
che	O		
verranno	O		
fornite	O		
nel	O		
corso	O		
della	O		
consulenza	O		
genetica?	O		

1-	O		
Secondo	B-Claim	HighQuality	
l'ereditarietà	I-Claim	HighQuality	
autosomica	I-Claim	HighQuality	
dominante,	I-Claim	HighQuality	
la	I-Claim	HighQuality	
metà	I-Claim	HighQuality	
della	I-Claim	HighQuality	
prole	I-Claim	HighQuality	
erediterà	I-Claim	HighQuality	
la	I-Claim	HighQuality	
malattia,	I-Claim	HighQuality	
senza	I-Claim	HighQuality	
distinzione	I-Claim	HighQuality	
di	I-Claim	HighQuality	
sesso.	I-Claim	HighQuality	

2-	O		
Le	B-Claim	HighQuality	
loro	I-Claim	HighQuality	
figlie	I-Claim	HighQuality	
non	I-Claim	HighQuality	
erediteranno	I-Claim	HighQuality	
la	I-Claim	HighQuality	
malattia,	I-Claim	HighQuality	
ma	I-Claim	HighQuality	
tutti	I-Claim	HighQuality	
i	I-Claim	HighQuality	
loro	I-Claim	HighQuality	
futuri	I-Claim	HighQuality	
figli	I-Claim	HighQuality	
saranno	I-Claim	HighQuality	
portatori	I-Claim	HighQuality	
e	I-Claim	HighQuality	
potranno	I-Claim	HighQuality	
trasmettere	I-Claim	HighQuality	
la	I-Claim	HighQuality	
mutazione	I-Claim	HighQuality	
al	I-Claim	HighQuality	
50%.	I-Claim	HighQuality	

3-	O		
I	B-Claim	HighQuality	
loro	I-Claim	HighQuality	
figli	I-Claim	HighQuality	
non	I-Claim	HighQuality	
erediteranno	I-Claim	HighQuality	
la	I-Claim	HighQuality	
malattia,	I-Claim	HighQuality	
ma	I-Claim	HighQuality	
tutte	I-Claim	HighQuality	
le	I-Claim	HighQuality	
loro	I-Claim	HighQuality	
future	I-Claim	HighQuality	
figlie	I-Claim	HighQuality	
saranno	I-Claim	HighQuality	
portatrici	I-Claim	HighQuality	
e	I-Claim	HighQuality	
potranno	I-Claim	HighQuality	
trasmettere	I-Claim	HighQuality	
la	I-Claim	HighQuality	
mutazione	I-Claim	HighQuality	
al	I-Claim	HighQuality	
50%.	I-Claim	HighQuality	

4-	O		
Non	B-Claim	HighQuality	
c'è	I-Claim	HighQuality	
rischio:	I-Claim	HighQuality	
l'ereditarietà	I-Claim	HighQuality	
della	I-Claim	HighQuality	
malattia	I-Claim	HighQuality	
è	I-Claim	HighQuality	
di	I-Claim	HighQuality	
tipo	I-Claim	HighQuality	
mitocondriale,	I-Claim	HighQuality	
mai	I-Claim	HighQuality	
trasmessa	I-Claim	HighQuality	
dai	I-Claim	HighQuality	
maschi.	I-Claim	HighQuality	

5-	O		
Secondo	B-Claim	HighQuality	
l'ereditarietà	I-Claim	HighQuality	
autosomica	I-Claim	HighQuality	
recessiva,	I-Claim	HighQuality	
il	I-Claim	HighQuality	
25%	I-Claim	HighQuality	
dei	I-Claim	HighQuality	
figli	I-Claim	HighQuality	
manifesterà	I-Claim	HighQuality	
la	I-Claim	HighQuality	
malattia	I-Claim	HighQuality	
nell'infanzia,	I-Claim	HighQuality	
indipendentemente	I-Claim	HighQuality	
dal	I-Claim	HighQuality	
sesso.	I-Claim	HighQuality	

RISPOSTA	O		
CORRETTA:	O		
3	O		

È	B-Claim	HighQuality	
il	I-Claim	HighQuality	
maschio	I-Claim	HighQuality	
ad	I-Claim	HighQuality	
avere	I-Claim	HighQuality	
la	I-Claim	HighQuality	
malattia,	I-Claim	HighQuality	
che	I-Claim	HighQuality	
ci	I-Claim	HighQuality	
dicono	I-Claim	HighQuality	
essere	I-Claim	HighQuality	
legata	I-Claim	HighQuality	
all'X,	I-Claim	HighQuality	
quindi	I-Claim	HighQuality	
rimangono	I-Claim	HighQuality	
solo	I-Claim	HighQuality	
due	I-Claim	HighQuality	
opzioni:	I-Claim	HighQuality	
2	I-Claim	HighQuality	
e	I-Claim	HighQuality	
3	I-Claim	HighQuality	

2	B-Claim	HighQuality	
non	I-Claim	HighQuality	
lo	I-Claim	HighQuality	
è	I-Claim	HighQuality	
perché	I-Claim	HighQuality	
i	I-Claim	HighQuality	
ragazzi	I-Claim	HighQuality	
riceveranno	I-Claim	HighQuality	
il	I-Claim	HighQuality	
cromosoma	I-Claim	HighQuality	
Y	I-Claim	HighQuality	
dal	I-Claim	HighQuality	
padre	I-Claim	HighQuality	
e	I-Claim	HighQuality	
il	I-Claim	HighQuality	
cromosoma	I-Claim	HighQuality	
X	I-Claim	HighQuality	
dalla	I-Claim	HighQuality	
madre,	I-Claim	HighQuality	
che	I-Claim	HighQuality	
è	I-Claim	HighQuality	
sana,	I-Claim	HighQuality	
quindi	I-Claim	HighQuality	
le	I-Claim	HighQuality	
figlie	I-Claim	HighQuality	
possono	I-Claim	HighQuality	
essere	I-Claim	HighQuality	
portatrici	I-Claim	HighQuality	
della	I-Claim	HighQuality	
malattia	I-Claim	HighQuality	
(opzione	I-Claim	HighQuality	
corretta	I-Claim	HighQuality	
3).	I-Claim	HighQuality	

QUESTION	O		
TYPE:	O		
GINECOLOGIA	O		
E	O		
OSTETRICIA	O		

CLINICAL	O		
CASE:	O		

Una	B-Premise	HighQuality	
donna	I-Premise	HighQuality	
di	I-Premise	HighQuality	
32	I-Premise	HighQuality	
anni,	I-Premise	HighQuality	
asintomatica,	I-Premise	HighQuality	
si	I-Premise	HighQuality	
consulta	I-Premise	HighQuality	
per	I-Premise	HighQuality	
un	I-Premise	HighQuality	
controllo	I-Premise	HighQuality	
ginecologico	I-Premise	HighQuality	
perché	I-Premise	HighQuality	
desidera	I-Premise	HighQuality	
una	I-Premise	HighQuality	
gravidanza.	I-Premise	HighQuality	

Durante	B-Premise	HighQuality	
questo	I-Premise	HighQuality	
esame	I-Premise	HighQuality	
è	I-Premise	HighQuality	
stato	I-Premise	HighQuality	
rilevato	I-Premise	HighQuality	
un	I-Premise	HighQuality	
mioma	I-Premise	HighQuality	
uterino	I-Premise	HighQuality	
di	I-Premise	HighQuality	
4	I-Premise	HighQuality	
cm,	I-Premise	HighQuality	
in	I-Premise	HighQuality	
parte	I-Premise	HighQuality	
intramurale	I-Premise	HighQuality	
e	I-Premise	HighQuality	
in	I-Premise	HighQuality	
parte	I-Premise	HighQuality	
sottosieroso,	I-Premise	HighQuality	
situato	I-Premise	HighQuality	
sulla	I-Premise	HighQuality	
faccia	I-Premise	HighQuality	
anteriore	I-Premise	HighQuality	
dell'utero	I-Premise	HighQuality	
e	I-Premise	HighQuality	
non	I-Premise	HighQuality	
deformante	I-Premise	HighQuality	
la	I-Premise	HighQuality	
cavità	I-Premise	HighQuality	
endometriale.	I-Premise	HighQuality	

Quale	O		
atteggiamento	O		
consiglierebbe?	O		

1-	O		
Miomectomia	B-Claim	HighQuality	
laparoscopica.	I-Claim	HighQuality	

2-	O		
Miomectomia	B-Claim	HighQuality	
laparotomica.	I-Claim	HighQuality	

3-	O		
Embolizzazione	B-Claim	HighQuality	
del	I-Claim	HighQuality	
mioma	I-Claim	HighQuality	
mediante	I-Claim	HighQuality	
cateterismo	I-Claim	HighQuality	
arterioso.	I-Claim	HighQuality	

4-	O		
Trattamento	B-Claim	HighQuality	
con	I-Claim	HighQuality	
analoghi	I-Claim	HighQuality	
del	I-Claim	HighQuality	
Gn-Rh	I-Claim	HighQuality	
per	I-Claim	HighQuality	
tre	I-Claim	HighQuality	
mesi	I-Claim	HighQuality	
prima	I-Claim	HighQuality	
del	I-Claim	HighQuality	
tentativo	I-Claim	HighQuality	
di	I-Claim	HighQuality	
gravidanza.	I-Claim	HighQuality	

5-	O		
Tentativo	B-Claim	HighQuality	
di	I-Claim	HighQuality	
