y I-Premise HighQuality
tetania, I-Premise HighQuality
siendo I-Premise HighQuality
la I-Premise HighQuality
PTH I-Premise HighQuality
inferior I-Premise HighQuality
a I-Premise HighQuality
5 I-Premise HighQuality
ng/l. I-Premise HighQuality

La B-Premise HighQuality
enferma I-Premise HighQuality
responde I-Premise HighQuality
bien I-Premise HighQuality
al I-Premise HighQuality
tratamiento I-Premise HighQuality
inicial I-Premise HighQuality
con I-Premise HighQuality
calcio I-Premise HighQuality
intravenoso I-Premise HighQuality
y I-Premise HighQuality
posteriormente I-Premise HighQuality
con I-Premise HighQuality
calcio I-Premise HighQuality
y I-Premise HighQuality
vitamina I-Premise HighQuality
D I-Premise HighQuality
orales. I-Premise HighQuality

¿Cuál O 
es O 
el O 
diagnóstico O 
más O 
probable? O 

1- O 
Hipoparatiroidismo B-Claim HighQuality
quirúrgico I-Claim HighQuality
permanente. I-Claim HighQuality

2- O 
Transfusión B-Claim HighQuality
de I-Claim HighQuality
sangre I-Claim HighQuality
citratada. I-Claim HighQuality

3- O 
Insuficiencia B-Claim HighQuality
de I-Claim HighQuality
vitamina I-Claim HighQuality
D. I-Claim HighQuality

4- O 
Síndrome B-Claim HighQuality
del I-Claim HighQuality
hueso I-Claim HighQuality
hambriento. I-Claim HighQuality

5- O 
Osteomalacia. B-Claim HighQuality

CORRECT O 
ANSWER: O 
4 O 

Pregunta O 
de O 
dificultad O 
muy O 
alta, O 
yo O 
no O 
me O 
preocuparía O 
por O 
haberla O 
fallado. O 

Es O 
fácil O 
confundirse O 
con O 
la O 
respuesta O 
de O 
hipoparatiroidismo. O 

Es B-Claim HighQuality
raro I-Claim HighQuality
un I-Claim HighQuality
hipoparatiroidismo I-Claim HighQuality
postquirúrgico I-Claim HighQuality
permanente I-Claim HighQuality
tras I-Claim HighQuality
una I-Claim HighQuality
paratiroidectomia I-Claim HighQuality
de I-Claim HighQuality
un I-Claim HighQuality
adenoma I-Claim HighQuality
con I-Claim HighQuality
cirugía I-Claim HighQuality
mínimamente I-Claim HighQuality
invasiva. I-Claim HighQuality

Recordad O 
además O 
que O 
para O 
que O 
sea O 
permanente O 
debe O 
durar O 
permanencer O 
6 O 
meses O 
tras O 
la O 
intervención.Os O 
escribo O 
un O 
breve O 
resumen O 
del O 
síndrome O 
de O 
hueso O 
ambriento O 
que O 
he O 
encontrado O 
en O 
un O 
caso O 
clínico O 
de O 
los O 
anales O 
de O 
medicina O 
interna O 
[1]: O 
"La B-Claim HighQuality
fisiopatología I-Claim HighQuality
del I-Claim HighQuality
síndrome I-Claim HighQuality
del I-Claim HighQuality
hueso I-Claim HighQuality
hambriento I-Claim HighQuality
(SHH) I-Claim HighQuality
está I-Claim HighQuality
relacionada I-Claim HighQuality
con I-Claim HighQuality
un I-Claim HighQuality
disbalance I-Claim HighQuality
entre I-Claim HighQuality
la I-Claim HighQuality
formación I-Claim HighQuality
y I-Claim HighQuality
resorción I-Claim HighQuality
ósea, I-Claim HighQuality
que I-Claim HighQuality
se I-Claim HighQuality
asocia I-Claim HighQuality
a I-Claim HighQuality
hipocalcemia, I-Claim HighQuality
hipofosfatemia I-Claim HighQuality
e I-Claim HighQuality
hipomagnesemia I-Claim HighQuality
(1). O 

Este B-Claim HighQuality
síndrome I-Claim HighQuality
se I-Claim HighQuality
puede I-Claim HighQuality
observar I-Claim HighQuality
tras I-Claim HighQuality
la I-Claim HighQuality
cirugía I-Claim HighQuality
de I-Claim HighQuality
pacientes I-Claim HighQuality
con I-Claim HighQuality
hiperparatiroidismo I-Claim HighQuality
(HPT) I-Claim HighQuality
primario, I-Claim HighQuality
así I-Claim HighQuality
como I-Claim HighQuality
en I-Claim HighQuality
el I-Claim HighQuality
HPT I-Claim HighQuality
terciario I-Claim HighQuality
de I-Claim HighQuality
la I-Claim HighQuality
insuficiencia I-Claim HighQuality
renal I-Claim HighQuality
crónica, I-Claim HighQuality
y I-Claim HighQuality
en I-Claim HighQuality
menor I-Claim HighQuality
medida I-Claim HighQuality
tras I-Claim HighQuality
tratamiento I-Claim HighQuality
de I-Claim HighQuality
procesos I-Claim HighQuality
que I-Claim HighQuality
cursan I-Claim HighQuality
con I-Claim HighQuality
exceso I-Claim HighQuality
de I-Claim HighQuality
hormonas I-Claim HighQuality
tiroideas I-Claim HighQuality
circulantes I-Claim HighQuality
(2). I-Claim HighQuality

En B-Claim HighQuality
el I-Claim HighQuality
HPT, I-Claim HighQuality
existe I-Claim HighQuality
un I-Claim HighQuality
exceso I-Claim HighQuality
de I-Claim HighQuality
hormona I-Claim HighQuality
paratiroidea I-Claim HighQuality
(PTH) I-Claim HighQuality
que I-Claim HighQuality
estimula I-Claim HighQuality
la I-Claim HighQuality
actividad I-Claim HighQuality
osteoclástica I-Claim HighQuality
causando I-Claim HighQuality
desmineralización I-Claim HighQuality
de I-Claim HighQuality
la I-Claim HighQuality
matriz I-Claim HighQuality
ósea I-Claim HighQuality
y I-Claim HighQuality
liberando I-Claim HighQuality
calcio I-Claim HighQuality
al I-Claim HighQuality
torrente I-Claim HighQuality
sanguíneo. I-Claim HighQuality

Tras B-Claim HighQuality
paratiroidectomia, I-Claim HighQuality
los I-Claim HighQuality
niveles I-Claim HighQuality
séricos I-Claim HighQuality
de I-Claim HighQuality
PTH I-Claim HighQuality
caen I-Claim HighQuality
dramáticamente, I-Claim HighQuality
por I-Claim HighQuality
ello, I-Claim HighQuality
la I-Claim HighQuality
resorción I-Claim HighQuality
ósea I-Claim HighQuality
inducida I-Claim HighQuality
por I-Claim HighQuality
la I-Claim HighQuality
PTH I-Claim HighQuality
cesa, I-Claim HighQuality
mientras I-Claim HighQuality
que I-Claim HighQuality
la I-Claim HighQuality
actividad I-Claim HighQuality
osteoblástica I-Claim HighQuality
continúa I-Claim HighQuality
dando I-Claim HighQuality
como I-Claim HighQuality
resultado I-Claim HighQuality
un I-Claim HighQuality
incremento I-Claim HighQuality
en I-Claim HighQuality
la I-Claim HighQuality
captación I-Claim HighQuality
ósea I-Claim HighQuality
de I-Claim HighQuality
calcio, I-Claim HighQuality
fosfato I-Claim HighQuality
y I-Claim HighQuality
magnesio, I-Claim HighQuality
apareciendo I-Claim HighQuality
así I-Claim HighQuality
el I-Claim HighQuality
SHH I-Claim HighQuality
(3)." O 

QUESTION O 
TYPE: O 
GENETICS O 
AND O 
IMMUNOLOGY O 

CLINICAL O 
CASE: O 

Un B-Premise HighQuality
hombre I-Premise HighQuality
presenta I-Premise HighQuality
una I-Premise HighQuality
deleción I-Premise HighQuality
parcial I-Premise HighQuality
en I-Premise HighQuality
el I-Premise HighQuality
gen I-Premise HighQuality
de I-Premise HighQuality
la I-Premise HighQuality
distrofina I-Premise HighQuality
(cromosoma I-Premise HighQuality
Xp21) I-Premise HighQuality
que I-Premise HighQuality
le I-Premise HighQuality
ocasiona I-Premise HighQuality
la I-Premise HighQuality
semiología I-Premise HighQuality
propia I-Premise HighQuality
de I-Premise HighQuality
la I-Premise HighQuality
distrofia I-Premise HighQuality
muscular I-Premise HighQuality
de I-Premise HighQuality
Becker. I-Premise HighQuality

Acude B-Premise HighQuality
a I-Premise HighQuality
la I-Premise HighQuality
consulta I-Premise HighQuality
de I-Premise HighQuality
genética I-Premise HighQuality
con I-Premise HighQuality
su I-Premise HighQuality
esposa, I-Premise HighQuality
para I-Premise HighQuality
valorar I-Premise HighQuality
los I-Premise HighQuality
riesgos I-Premise HighQuality
de I-Premise HighQuality
transmisión I-Premise HighQuality
de I-Premise HighQuality
la I-Premise HighQuality
enfermedad. I-Premise HighQuality

¿Qué O 
información O 
correcta O 
será O 
proporcionada O 
en O 
el O 
transcurso O 
del O 
consejo O 
genético? O 

1- O 
Según B-Claim HighQuality
la I-Claim HighQuality
herencia I-Claim HighQuality
autosómica I-Claim HighQuality
dominante, I-Claim HighQuality
al I-Claim HighQuality
mitad I-Claim HighQuality
de I-Claim HighQuality
sus I-Claim HighQuality
hijos I-Claim HighQuality
heredarán I-Claim HighQuality
la I-Claim HighQuality
enfermedad I-Claim HighQuality
y I-Claim HighQuality
sin I-Claim HighQuality
distinción I-Claim HighQuality
de I-Claim HighQuality
sexos. I-Claim HighQuality

2- O 
Sus B-Claim HighQuality
hijas I-Claim HighQuality
no I-Claim HighQuality
heredarán I-Claim HighQuality
la I-Claim HighQuality
enfermedad, I-Claim HighQuality
pero I-Claim HighQuality
todos I-Claim HighQuality
sus I-Claim HighQuality
futuros I-Claim HighQuality
hijos I-Claim HighQuality
varones I-Claim HighQuality
serán I-Claim HighQuality
portadores I-Claim HighQuality
y I-Claim HighQuality
pueden I-Claim HighQuality
transmitir I-Claim HighQuality
la I-Claim HighQuality
mutación I-Claim HighQuality
al I-Claim HighQuality
50%. I-Claim HighQuality

3- O 
Sus B-Claim HighQuality
hijos I-Claim HighQuality
varones I-Claim HighQuality
no I-Claim HighQuality
heredarán I-Claim HighQuality
la I-Claim HighQuality
enfermedad, I-Claim HighQuality
pero I-Claim HighQuality
todas I-Claim HighQuality
sus I-Claim HighQuality
futuras I-Claim HighQuality
hijas I-Claim HighQuality
serán I-Claim HighQuality
portadoras I-Claim HighQuality
y I-Claim HighQuality
pueden I-Claim HighQuality
transmitir I-Claim HighQuality
la I-Claim HighQuality
mutación I-Claim HighQuality
al I-Claim HighQuality
50%. I-Claim HighQuality

4- O 
No B-Claim HighQuality
hay I-Claim HighQuality
riesgo: I-Claim HighQuality
la I-Claim HighQuality
herencia I-Claim HighQuality
de I-Claim HighQuality
la I-Claim HighQuality
enfermedad I-Claim HighQuality
es I-Claim HighQuality
del I-Claim HighQuality
tipo I-Claim HighQuality
mitocondrial, I-Claim HighQuality
nunca I-Claim HighQuality
transmitida I-Claim HighQuality
por I-Claim HighQuality
los I-Claim HighQuality
varones. I-Claim HighQuality

5- O 
Según B-Claim HighQuality
la I-Claim HighQuality
herencia I-Claim HighQuality
autosómica I-Claim HighQuality
recesiva, I-Claim HighQuality
un I-Claim HighQuality
25% I-Claim HighQuality
de I-Claim HighQuality
sus I-Claim HighQuality
hijos I-Claim HighQuality
manifestarán I-Claim HighQuality
la I-Claim HighQuality
enfermedad I-Claim HighQuality
en I-Claim HighQuality
la I-Claim HighQuality
infancia, I-Claim HighQuality
sin I-Claim HighQuality
distinción I-Claim HighQuality
de I-Claim HighQuality
sexos. I-Claim HighQuality

CORRECT O 
ANSWER: O 
3 O 

Es B-Claim HighQuality
el I-Claim HighQuality
hombre I-Claim HighQuality
quien I-Claim HighQuality
presenta I-Claim HighQuality
la I-Claim HighQuality
enfermedad, I-Claim HighQuality
que I-Claim HighQuality
nos I-Claim HighQuality
dicen I-Claim HighQuality
que I-Claim HighQuality
está I-Claim HighQuality
ligada I-Claim HighQuality
al I-Claim HighQuality
cromosoma I-Claim HighQuality
X, I-Claim HighQuality
por I-Claim HighQuality
lo I-Claim HighQuality
que I-Claim HighQuality
sólo I-Claim HighQuality
quedan I-Claim HighQuality
dos I-Claim HighQuality
opciones: I-Claim HighQuality
2 I-Claim HighQuality
y I-Claim HighQuality
3. I-Claim HighQuality

La B-Claim HighQuality
2 I-Claim HighQuality
no I-Claim HighQuality
es I-Claim HighQuality
porque I-Claim HighQuality
los I-Claim HighQuality
varones I-Claim HighQuality
recibirán I-Claim HighQuality
el I-Claim HighQuality
cromosoma I-Claim HighQuality
Y I-Claim HighQuality
del I-Claim HighQuality
padre I-Claim HighQuality
y I-Claim HighQuality
el I-Claim HighQuality
X I-Claim HighQuality
de I-Claim HighQuality
la I-Claim HighQuality
madre, I-Claim HighQuality
que I-Claim HighQuality
está I-Claim HighQuality
sana, I-Claim HighQuality
por I-Claim HighQuality
lo I-Claim HighQuality
que I-Claim HighQuality
las I-Claim HighQuality
hijas I-Claim HighQuality
podrán I-Claim HighQuality
portar I-Claim HighQuality
la I-Claim HighQuality
enfermedad I-Claim HighQuality
(Opción I-Claim HighQuality
correcta I-Claim HighQuality
la I-Claim HighQuality
3). I-Claim HighQuality

QUESTION O 
TYPE: O 
GYNECOLOGY O 
AND O 
OBSTETRICS O 

CLINICAL O 
CASE: O 

Una B-Premise HighQuality
mujer I-Premise HighQuality
de I-Premise HighQuality
32 I-Premise HighQuality
años I-Premise HighQuality
asintomática I-Premise HighQuality
consulta I-Premise HighQuality
para I-Premise HighQuality
una I-Premise HighQuality
revisión I-Premise HighQuality
en I-Premise HighQuality
salud I-Premise HighQuality
ginecológica I-Premise HighQuality
porque I-Premise HighQuality
desea I-Premise HighQuality
quedarse I-Premise HighQuality
embarazada. I-Premise HighQuality

En B-Premise HighQuality
dicha I-Premise HighQuality
revisión I-Premise HighQuality
se I-Premise HighQuality
le I-Premise HighQuality
detecta I-Premise HighQuality
un I-Premise HighQuality
mioma I-Premise HighQuality
uterino I-Premise HighQuality
de I-Premise HighQuality
4cm I-Premise HighQuality
en I-Premise HighQuality
parte I-Premise HighQuality
intramural I-Premise HighQuality
y I-Premise HighQuality
en I-Premise HighQuality
parte I-Premise HighQuality
subseroso I-Premise HighQuality
situado I-Premise HighQuality
en I-Premise HighQuality
la I-Premise HighQuality
cara I-Premise HighQuality
anterior I-Premise HighQuality
del I-Premise HighQuality
útero I-Premise HighQuality
y I-Premise HighQuality
que I-Premise HighQuality
no I-Premise HighQuality
deforma I-Premise HighQuality
la I-Premise HighQuality
cavidad I-Premise HighQuality
endometrial. I-Premise HighQuality

¿Qué O 
actitud O 
recomendaría? O 

1- O 
Miomectomía B-Claim HighQuality
por I-Claim HighQuality
vía I-Claim HighQuality
laparoscópica. I-Claim HighQuality

2- O 
Miomectomía B-Claim HighQuality
por I-Claim HighQuality
vía I-Claim HighQuality
laparotómica. I-Claim HighQuality

3- O 
Embolización B-Claim HighQuality
del I-Claim HighQuality
mioma I-Claim HighQuality
por I-Claim HighQuality
cateterismo I-Claim HighQuality
arterial. I-Claim HighQuality

4- O 
Tratamiento B-Claim HighQuality
con I-Claim HighQuality
análogos I-Claim HighQuality
de I-Claim HighQuality
Gn-Rh I-Claim HighQuality
durante I-Claim HighQuality
tres I-Claim HighQuality
meses I-Claim HighQuality
antes I-Claim HighQuality
de I-Claim HighQuality
intentar I-Claim HighQuality
el I-Claim HighQuality
embarazo. I-Claim HighQuality

5- O 
Intentar B-Claim HighQuality
el I-Claim HighQuality
embarazo I-Claim HighQuality
sin I-Claim HighQuality
ningún I-Claim HighQuality
tratamiento I-Claim HighQuality
previo. I-Claim HighQuality

CORRECT O 
ANSWER: O 
5 O 

La B-Claim HighQuality
respuesta I-Claim HighQuality
correcta I-Claim HighQuality
es I-Claim HighQuality
la I-Claim HighQuality
5. I-Claim HighQuality

Un B-Claim HighQuality
mioma I-Claim HighQuality
asintomático I-Claim HighQuality
de I-Claim HighQuality
este I-Claim HighQuality
tamaño I-Claim HighQuality
que I-Claim HighQuality
no I-Claim HighQuality
deforma I-Claim HighQuality
la I-Claim HighQuality
cavidad I-Claim HighQuality
endometrial I-Claim HighQuality
no I-Claim HighQuality
molesta I-Claim HighQuality
de I-Claim HighQuality
cara I-Claim HighQuality
a I-Claim HighQuality
un I-Claim HighQuality
embarazo. I-Claim HighQuality

QUESTION O 
TYPE: O 
SURGERY O 

CLINICAL O 
CASE: O 

Una B-Premise HighQuality
mujer I-Premise HighQuality
de I-Premise HighQuality
76 I-Premise HighQuality
años I-Premise HighQuality
sin I-Premise HighQuality
otros I-Premise HighQuality
antecedentes I-Premise HighQuality
que I-Premise HighQuality
hipertensión I-Premise HighQuality
arterial I-Premise HighQuality
consulta I-Premise HighQuality
por I-Premise HighQuality
ictericia I-Premise HighQuality
indolora I-Premise HighQuality
y I-Premise HighQuality
prurito I-Premise HighQuality
con I-Premise HighQuality
anorexia. I-Premise HighQuality

Analíticamente B-Premise HighQuality
destaca I-Premise HighQuality
una I-Premise HighQuality
bilirrubina I-Premise HighQuality
de I-Premise HighQuality
12 I-Premise HighQuality
mg/dl I-Premise HighQuality
(con I-Premise HighQuality
9,5 I-Premise HighQuality
de I-Premise HighQuality
bilirrubina I-Premise HighQuality
directa). I-Premise HighQuality

La B-Premise HighQuality
ecografía I-Premise HighQuality
abdominal I-Premise HighQuality
muestra I-Premise HighQuality
dilatación I-Premise HighQuality
de I-Premise HighQuality
la I-Premise HighQuality
vía I-Premise HighQuality
biliar I-Premise HighQuality
intra I-Premise HighQuality
y I-Premise HighQuality
extrahepática, I-Premise HighQuality
junto I-Premise HighQuality
con I-Premise HighQuality
un I-Premise HighQuality
nódulo I-Premise HighQuality
único I-Premise HighQuality
de I-Premise HighQuality
2 I-Premise HighQuality
cm I-Premise HighQuality
localizado I-Premise HighQuality
periféricamente I-Premise HighQuality
en I-Premise HighQuality
la I-Premise HighQuality
cara I-Premise HighQuality
anterior I-Premise HighQuality
del I-Premise HighQuality
lóbulo I-Premise HighQuality
izquierdo. I-Premise HighQuality

La B-Premise HighQuality
Tc I-Premise HighQuality
confirma I-Premise HighQuality
lo I-Premise HighQuality
hallazgos, I-Premise HighQuality
demostrando I-Premise HighQuality
además I-Premise HighQuality
la I-Premise HighQuality
presencia I-Premise HighQuality
de I-Premise HighQuality
una I-Premise HighQuality
masa I-Premise HighQuality
en I-Premise HighQuality
la I-Premise HighQuality
cabeza I-Premise HighQuality
del I-Premise HighQuality
páncreas I-Premise HighQuality
de I-Premise HighQuality
3,5 I-Premise HighQuality
cm. I-Premise HighQuality

La B-Premise HighQuality
punción I-Premise HighQuality
aspiración I-Premise HighQuality
con I-Premise HighQuality
aguja I-Premise HighQuality
fina I-Premise HighQuality
confirma I-Premise HighQuality
el I-Premise HighQuality
diagnóstico I-Premise HighQuality
de I-Premise HighQuality
adenocarcinoma. I-Premise HighQuality

Señale O 
la O 
mejor O 
opción O 
terapéutica: O 

1- O 
Quimio/radioterapia B-Claim HighQuality
adyuvante, I-Claim HighQuality
